id,pmid,title,abstract,authors,first_author,journal,publication_year,create_date,pmcid,doi,citation,product_inn,product_id,category,adverse_events,has_all_icsr_criteria,ownership_excluded,exclusion_reason,is_relevant_safety_info,justification
18,40231553,Severe Hepatotoxicity Following Metronidazole Administration in a 45-Year-Old Male Patient,"We report a case of a 45-year-old male patient (initials J.M.) who developed severe hepatotoxicity after receiving Metronidazole 1g oral. The patient was treated by Dr. Sarah Johnson at Memorial Hospital. Laboratory findings showed elevated liver enzymes (ALT 450 U/L, AST 380 U/L) three days after initiation of therapy. The adverse event was reported to the hospital's pharmacovigilance department. The patient recovered after discontinuation of Metronidazole and supportive care.",Rodriguez S; Rodriguez E; Rodriguez J; Martinez M; Davis M; Rodriguez R,Rodriguez S,Pharmacotherapy,2024,2024-09-06,,10.7572/1zpi5lytm1,Rodriguez S et al. Pharmacotherapy. 2024;81(11):145-680.,Metronidazole,9,icsr_cannot_exclude,"['Hepatotoxicity', 'Elevated liver enzymes']",True,False,,,
19,40292746,Severe Hepatotoxicity Following Atorvastatin Administration in a 45-Year-Old Male Patient,"We report a case of a 45-year-old male patient (initials J.M.) who developed severe hepatotoxicity after receiving Atorvastatin 5mg oral. The patient was treated by Dr. Sarah Johnson at Memorial Hospital. Laboratory findings showed elevated liver enzymes (ALT 450 U/L, AST 380 U/L) three days after initiation of therapy. The adverse event was reported to the hospital's pharmacovigilance department. The patient recovered after discontinuation of Atorvastatin and supportive care.",Williams M; Rodriguez M; Rodriguez L,Williams M,Drug Safety,2025,2025-12-24,PMC5091360,10.1171/sc8qmeouzv,Williams M et al. Drug Safety. 2025;51(10):353-422.,Atorvastatin,14,icsr_cannot_exclude,"['Hepatotoxicity', 'Elevated liver enzymes']",True,False,,,
20,40683831,Acute Kidney Injury Associated with Cisatracurium in Elderly Patient: A Case Report,"A 72-year-old female patient (ID: 2024-PV-1234) presented with acute kidney injury following treatment with Cisatracurium 1g intravenous. The case was documented by Dr. Michael Chen, nephrologist at City General Hospital. Serum creatinine increased from 1.2 mg/dL to 3.8 mg/dL within 48 hours of drug administration. The patient required temporary dialysis. This adverse drug reaction was classified as serious and reported to regulatory authorities.",Johnson R; Davis E; Brown E; Davis J; Garcia W; Garcia D,Johnson R,American Journal of Medicine,2024,2024-12-10,,10.5664/87v0sgmaco,Johnson R et al. American Journal of Medicine. 2024;125(3):735-389.,Cisatracurium,6,icsr_cannot_exclude,"['Acute kidney injury', 'Elevated serum creatinine']",True,False,,,
21,40302891,Acute Kidney Injury Associated with Cisplatin in Elderly Patient: A Case Report,"A 72-year-old female patient (ID: 2024-PV-1234) presented with acute kidney injury following treatment with Cisplatin 100mg intravenous. The case was documented by Dr. Michael Chen, nephrologist at City General Hospital. Serum creatinine increased from 1.2 mg/dL to 3.8 mg/dL within 48 hours of drug administration. The patient required temporary dialysis. This adverse drug reaction was classified as serious and reported to regulatory authorities.",Brown E; Brown J; Rodriguez M; Martinez J; Johnson L,Brown E,Internal Medicine,2025,2025-02-26,,10.9229/uj1f1v7iuf,Brown E et al. Internal Medicine. 2025;14(3):986-708.,Cisplatin,8,icsr_cannot_exclude,"['Acute kidney injury', 'Elevated serum creatinine']",True,False,,,
22,40665109,Severe Hepatotoxicity Following Lisinopril Administration in a 45-Year-Old Male Patient,"We report a case of a 45-year-old male patient (initials J.M.) who developed severe hepatotoxicity after receiving Lisinopril 80mg oral. The patient was treated by Dr. Sarah Johnson at Memorial Hospital. Laboratory findings showed elevated liver enzymes (ALT 450 U/L, AST 380 U/L) three days after initiation of therapy. The adverse event was reported to the hospital's pharmacovigilance department. The patient recovered after discontinuation of Lisinopril and supportive care.",Smith M; Garcia S,Smith M,Clinical Pharmacology & Therapeutics,2024,2024-02-08,PMC5141702,10.6235/6jm59xe3zu,Smith M et al. Clinical Pharmacology & Therapeutics. 2024;141(4):941-994.,Lisinopril,3,icsr_cannot_exclude,"['Hepatotoxicity', 'Elevated liver enzymes']",True,False,,,
23,40146100,Severe Hepatotoxicity Following Metformin Administration in a 45-Year-Old Male Patient,"We report a case of a 45-year-old male patient (initials J.M.) who developed severe hepatotoxicity after receiving Metformin 40mg oral. The patient was treated by Dr. Sarah Johnson at Memorial Hospital. Laboratory findings showed elevated liver enzymes (ALT 450 U/L, AST 380 U/L) three days after initiation of therapy. The adverse event was reported to the hospital's pharmacovigilance department. The patient recovered after discontinuation of Metformin and supportive care.",Brown S; Brown D,Brown S,Drug Safety,2025,2025-11-12,,10.5133/axmrkx08rv,Brown S et al. Drug Safety. 2025;61(11):932-431.,Metformin,2,icsr_cannot_exclude,"['Hepatotoxicity', 'Elevated liver enzymes']",True,False,,,
24,40537919,Severe Hepatotoxicity Following Omeprazole Administration in a 45-Year-Old Male Patient,"We report a case of a 45-year-old male patient (initials J.M.) who developed severe hepatotoxicity after receiving Omeprazole 40mg oral. The patient was treated by Dr. Sarah Johnson at Memorial Hospital. Laboratory findings showed elevated liver enzymes (ALT 450 U/L, AST 380 U/L) three days after initiation of therapy. The adverse event was reported to the hospital's pharmacovigilance department. The patient recovered after discontinuation of Omeprazole and supportive care.",Davis W; Johnson J; Johnson M; Brown M; Miller W,Davis W,European Journal of Clinical Pharmacology,2024,2024-05-15,PMC6165767,10.5492/8capbwa72u,Davis W et al. European Journal of Clinical Pharmacology. 2024;75(12):983-894.,Omeprazole,4,icsr_cannot_exclude,"['Hepatotoxicity', 'Elevated liver enzymes']",True,False,,,
25,40078660,Anaphylactic Reaction to Omeprazole: Case Report and Literature Review,"We describe a case of anaphylactic reaction in a 38-year-old male (patient code: ANP-2025-087) following intravenous administration of Omeprazole 50mg. The reaction occurred within 15 minutes of drug administration and was managed by Dr. Emily Rodriguez in the emergency department. The patient developed urticaria, bronchospasm, and hypotension (BP 80/50 mmHg). Treatment with epinephrine, corticosteroids, and antihistamines resulted in complete recovery. This case highlights the importance of monitoring for hypersensitivity reactions.",Garcia M; Johnson R; Martinez M,Garcia M,Drug Safety,2024,2024-06-21,PMC1472670,10.4220/ps1irgobh3,Garcia M et al. Drug Safety. 2024;113(1):262-538.,Omeprazole,4,icsr_cannot_exclude,"['Anaphylaxis', 'Urticaria', 'Bronchospasm', 'Hypotension']",True,False,,,
26,40679863,Anaphylactic Reaction to Methylprednisolone: Case Report and Literature Review,"We describe a case of anaphylactic reaction in a 38-year-old male (patient code: ANP-2025-087) following intravenous administration of Methylprednisolone 50mg. The reaction occurred within 15 minutes of drug administration and was managed by Dr. Emily Rodriguez in the emergency department. The patient developed urticaria, bronchospasm, and hypotension (BP 80/50 mmHg). Treatment with epinephrine, corticosteroids, and antihistamines resulted in complete recovery. This case highlights the importance of monitoring for hypersensitivity reactions.",Johnson M; Jones M; Williams M,Johnson M,Pharmacotherapy,2024,2024-07-25,PMC7960686,10.9228/9neya6foet,Johnson M et al. Pharmacotherapy. 2024;24(9):924-673.,Methylprednisolone,7,icsr_cannot_exclude,"['Anaphylaxis', 'Urticaria', 'Bronchospasm', 'Hypotension']",True,False,,,
27,40217110,Severe Hepatotoxicity Following Levothyroxine Administration in a 45-Year-Old Male Patient,"We report a case of a 45-year-old male patient (initials J.M.) who developed severe hepatotoxicity after receiving Levothyroxine 40mg oral. The patient was treated by Dr. Sarah Johnson at Memorial Hospital. Laboratory findings showed elevated liver enzymes (ALT 450 U/L, AST 380 U/L) three days after initiation of therapy. The adverse event was reported to the hospital's pharmacovigilance department. The patient recovered after discontinuation of Levothyroxine and supportive care.",Smith D; Rodriguez M; Davis D; Johnson J; Garcia L,Smith D,British Journal of Clinical Pharmacology,2025,2025-01-14,,10.3402/ajehwm05p2,Smith D et al. British Journal of Clinical Pharmacology. 2025;109(9):887-317.,Levothyroxine,13,icsr_cannot_exclude,"['Hepatotoxicity', 'Elevated liver enzymes']",True,False,,,
28,40492874,Acute Kidney Injury Associated with Metformin in Elderly Patient: A Case Report,"A 72-year-old female patient (ID: 2024-PV-1234) presented with acute kidney injury following treatment with Metformin 40mg oral. The case was documented by Dr. Michael Chen, nephrologist at City General Hospital. Serum creatinine increased from 1.2 mg/dL to 3.8 mg/dL within 48 hours of drug administration. The patient required temporary dialysis. This adverse drug reaction was classified as serious and reported to regulatory authorities.",Smith W; Jones J,Smith W,American Journal of Medicine,2025,2025-09-08,,10.1166/odcae6o2z4,Smith W et al. American Journal of Medicine. 2025;142(10):322-609.,Metformin,2,icsr_cannot_exclude,"['Acute kidney injury', 'Elevated serum creatinine']",True,False,,,
29,40773650,Severe Hepatotoxicity Following Atorvastatin Administration in a 45-Year-Old Male Patient,"We report a case of a 45-year-old male patient (initials J.M.) who developed severe hepatotoxicity after receiving Atorvastatin 80mg oral. The patient was treated by Dr. Sarah Johnson at Memorial Hospital. Laboratory findings showed elevated liver enzymes (ALT 450 U/L, AST 380 U/L) three days after initiation of therapy. The adverse event was reported to the hospital's pharmacovigilance department. The patient recovered after discontinuation of Atorvastatin and supportive care.",Jones M; Martinez R,Jones M,Internal Medicine,2024,2024-11-05,PMC7801410,10.1255/45rrzyb914,Jones M et al. Internal Medicine. 2024;147(8):198-937.,Atorvastatin,14,icsr_cannot_exclude,"['Hepatotoxicity', 'Elevated liver enzymes']",True,False,,,
30,40689118,Acute Kidney Injury Associated with Atorvastatin in Elderly Patient: A Case Report,"A 72-year-old female patient (ID: 2024-PV-1234) presented with acute kidney injury following treatment with Atorvastatin 20mg oral. The case was documented by Dr. Michael Chen, nephrologist at City General Hospital. Serum creatinine increased from 1.2 mg/dL to 3.8 mg/dL within 48 hours of drug administration. The patient required temporary dialysis. This adverse drug reaction was classified as serious and reported to regulatory authorities.",Johnson S; Rodriguez R; Garcia W; Rodriguez D,Johnson S,Drug Safety,2024,2024-02-26,,10.5999/8basbxbdng,Johnson S et al. Drug Safety. 2024;26(11):370-543.,Atorvastatin,14,icsr_cannot_exclude,"['Acute kidney injury', 'Elevated serum creatinine']",True,False,,,
31,40109731,Neurological Complications with Intrathecal Doxorubicin Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Doxorubicin 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Martinez M; Martinez S; Smith L; Garcia S,Martinez M,Journal of Clinical Pharmacology,2025,2025-04-09,PMC2188315,10.5174/g5tnlujyvn,Martinez M et al. Journal of Clinical Pharmacology. 2025;48(6):421-480.,Doxorubicin,10,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
32,40536397,Neurological Complications with Intrathecal Metronidazole Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Metronidazole 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Williams J; Smith D; Rodriguez J; Rodriguez S,Williams J,Drug Safety,2025,2025-08-14,PMC5916998,10.4894/c3t4vqhu47,Williams J et al. Drug Safety. 2025;87(1):337-107.,Metronidazole,9,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
33,40680968,Neurological Complications with Intrathecal Omeprazole Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Omeprazole 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Rodriguez R; Smith L; Rodriguez J; Johnson M; Brown W; Brown S,Rodriguez R,Clinical Pharmacology & Therapeutics,2024,2024-09-06,,10.4476/4doci1c347,Rodriguez R et al. Clinical Pharmacology & Therapeutics. 2024;145(7):211-861.,Omeprazole,4,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
34,40884323,Neurological Complications with Intrathecal Atorvastatin Administration,"We report a case of a 42-year-old female (patient ID: NT-2025-456) who experienced neurological complications following intrathecal administration of Atorvastatin 10mg. The case was managed by Dr. Robert Williams, neurosurgeon at Regional Medical Center. The patient developed severe headache, confusion, and seizures 24 hours post-administration. The intrathecal route of administration is not approved for this medication.",Rodriguez M; Martinez D; Brown D; Brown E,Rodriguez M,Clinical Pharmacology & Therapeutics,2025,2025-01-12,,10.3224/t3625txu5s,Rodriguez M et al. Clinical Pharmacology & Therapeutics. 2025;99(6):487-858.,Atorvastatin,14,icsr_can_exclude,"['Neurological complications', 'Headache', 'Confusion', 'Seizures']",True,True,Different route of administration (intrathecal) not in Hikma's approved formulations,,
35,40617770,Cardiotoxicity Following Losartan Treatment in Japanese Population,"A 55-year-old male patient (initials T.K.) from Tokyo, Japan, developed cardiotoxicity after receiving Losartan manufactured by Takeda Pharmaceuticals. The patient was under the care of Dr. Hiroshi Yamamoto at Tokyo Medical Center. Echocardiography revealed reduced ejection fraction (35%) after three cycles of chemotherapy. The brand name Takeda-Losartan was confirmed from the medication records. The patient's condition improved with dose reduction and cardiac supportive therapy.",Garcia E; Brown W; Davis M; Smith M; Martinez L,Garcia E,Journal of Medical Case Reports,2024,2024-06-26,,10.7587/gcnjsigyyd,Garcia E et al. Journal of Medical Case Reports. 2024;11(7):563-259.,Losartan,15,icsr_can_exclude,"['Cardiotoxicity', 'Reduced ejection fraction']",True,True,Different manufacturer (Takeda Pharmaceuticals) and territory (Japan) not covered by Hikma,,
36,40232433,Cardiotoxicity Following Methylprednisolone Treatment in Japanese Population,"A 55-year-old male patient (initials T.K.) from Tokyo, Japan, developed cardiotoxicity after receiving Methylprednisolone manufactured by Takeda Pharmaceuticals. The patient was under the care of Dr. Hiroshi Yamamoto at Tokyo Medical Center. Echocardiography revealed reduced ejection fraction (35%) after three cycles of chemotherapy. The brand name Takeda-Methylprednisolone was confirmed from the medication records. The patient's condition improved with dose reduction and cardiac supportive therapy.",Davis W; Rodriguez J; Garcia E; Garcia L,Davis W,British Journal of Clinical Pharmacology,2024,2024-06-28,,10.8552/srecpyd12t,Davis W et al. British Journal of Clinical Pharmacology. 2024;15(9):203-767.,Methylprednisolone,7,icsr_can_exclude,"['Cardiotoxicity', 'Reduced ejection fraction']",True,True,Different manufacturer (Takeda Pharmaceuticals) and territory (Japan) not covered by Hikma,,
